ORIG_STATE,DEST_STATE,COMMODITY,MODE,VALUE
NH,MI,Wood,Truck,532
KY,OH,Grains,Truck,20
AL,AL,Fuels,Truck,2603
MO,KS,Wood,Truck,51453
FL,FL,Wood,Truck,3723
MI,MI,Grains,Truck,801
TN,SC,Fertilizers,Truck,54284
TN,TN,Fertilizers,Truck,30139
FL,FL,Wood,Truck,398
WA,WA,Wood,Truck,9015
NY,RI,Grains,Truck,28065
CA,AZ,Grains,Truck,3464
TN,PA,Wood,Truck,1492
OH,UT,Wood,Truck,60850
IL,IL,Wood,Truck,810
OH,MI,Fertilizers,Truck,1787
TX,PA,Fertilizers,Rail,25727
OH,KY,Wood,Truck,1154
TN,IL,Grains,Truck,14467
WI,NJ,Wood,Truck,56
WA,WA,Grains,Truck,21716
IN,KY,Wood,Truck,1320
KY,KY,Wood,Truck,18972
CO,CO,Wood,Truck,37
VA,VA,Wood,Truck,38494
AZ,MO,Fertilizers,Truck,431
MN,PA,Wood,Truck,6293
GA,GA,Wood,Truck,18096
NE,NE,Wood,Truck,278
IL,VA,Fertilizers,Rail,22904
CA,PA,Grains,Truck,11499
NJ,NJ,Wood,Truck,21488
SD,SD,Wood,Truck,78
WI,IA,Wood,Truck,9912
MI,MI,Fertilizers,Truck,1434
NY,MS,Wood,Truck,7930
NC,NC,Wood,Truck,280
KY,KY,Wood,Truck,4775
PA,CT,Wood,Truck,6160
NV,CA,Wood,Truck,67832
TX,TX,Grains,Truck,31097
FL,FL,Fertilizers,Truck,9729
MN,MN,Wood,Truck,532
KY,IN,Grains,Truck,4191
LA,CA,Fertilizers,Rail,27631
OH,IN,Grains,Truck,14128
WA,MT,Wood,Air,419
OH,OH,Fuels,Truck,1
MD,MD,Wood,Truck,70
NE,GA,Wood,Truck,3040
MI,PA,Wood,Truck,2
OR,IL,Grains,Truck,19646
ID,NE,Grains,Truck,4352
ME,NY,Grains,Truck,3558
CA,CA,Wood,Truck,10604
CA,CA,Fertilizers,Truck,3621
TN,VA,Wood,Truck,714
CA,OR,Grains,Truck,3658
NJ,NJ,Wood,Truck,10
NY,NY,Grains,Truck,1029
OK,TX,Fertilizers,Truck,10697
FL,TX,Grains,Truck,5196
NJ,NJ,Wood,Truck,18711
OH,MI,Wood,Truck,5379
NC,NC,Wood,Truck,78
KY,GA,Fuels,Rail,1104146
HI,HI,Grains,Air,6334
WI,AL,Wood,Truck,952
NH,NJ,Wood,Truck,11102
IL,DC,Wood,Truck,1
VA,VA,Wood,Truck,9
VA,MD,Wood,Truck,35843
PA,PA,Wood,Truck,8839
KS,NH,Wood,Truck,1888
WI,WI,Fertilizers,Truck,4414
CA,CA,Wood,Truck,5543
KS,TN,Fertilizers,Truck,10696
IA,IA,Wood,Truck,153
VA,FL,Wood,Truck,26287
IN,LA,Wood,Truck,19107
SD,SD,Wood,Truck,53
NV,CA,Wood,Truck,3239
PA,MA,Wood,Truck,999
CT,IN,Wood,Truck,3990
TX,TX,Wood,Truck,27
TX,KY,Wood,Truck,34063
MS,MS,Wood,Truck,2326
NC,RI,Wood,Air,147
FL,TX,Grains,Truck,16335
IN,IN,Fuels,Truck,1109
TN,IL,Wood,Truck,9966
OH,OH,Fertilizers,Truck,3726
ID,ID,Fertilizers,Truck,3591
NY,NY,Wood,Truck,612
VT,VT,Wood,Truck,40
IL,TX,Wood,Rail,13489
FL,TX,Grains,Truck,168
VA,VA,Wood,Truck,26726
CA,CA,Grains,Truck,2984
NH,PA,Wood,Truck,45938
FL,FL,Fertilizers,Truck,11390
SD,SD,Grains,Truck,15318
MN,ND,Fertilizers,Truck,8303
KS,OK,Fertilizers,Truck,7585
NE,OH,Wood,Truck,1920
TX,OH,Wood,Truck,160
HI,HI,Wood,Truck,149
OH,NC,Grains,Rail,48414
TX,PA,Wood,Truck,8036
IL,IL,Wood,Truck,29616
CA,CA,Grains,Truck,124115
KY,KY,Fertilizers,Truck,5988
NC,NC,Wood,Truck,622
NV,CA,Wood,Truck,3385
GA,MS,Grains,Truck,7484
IA,IA,Fertilizers,Truck,42727
TN,TN,Fertilizers,Truck,21889
SC,SC,Fertilizers,Truck,20582
WY,WY,Wood,Truck,70
GA,GA,Wood,Truck,5773
DE,DE,Wood,Truck,343
AZ,CA,Grains,Truck,8622
TN,TN,Wood,Truck,4025
CA,CA,Wood,Truck,753
AZ,CA,Grains,Truck,5139
FL,FL,Wood,Truck,12028
KS,KS,Wood,Truck,314
IL,IL,Wood,Truck,20416
NY,NY,Wood,Truck,1187
OH,FL,Wood,Truck,327
KY,KY,Wood,Truck,259094
IL,IL,Wood,Truck,14980
NV,CA,Grains,Truck,33370
NJ,MD,Grains,Truck,33620
DE,MD,Fertilizers,Truck,1118
VA,VA,Wood,Truck,6
TN,VA,Wood,Truck,389
SC,SC,Grains,Truck,14581
SC,GA,Wood,Truck,1086
WI,WI,Wood,Truck,290
WA,WA,Wood,Truck,2
LA,NE,Fertilizers,Rail,60962
FL,FL,Wood,Truck,262
IA,IA,Grains,Truck,15075
WI,MN,Wood,Truck,15967
FL,FL,Wood,Truck,144
SC,SC,Fertilizers,Truck,20582
AL,NC,Wood,Truck,909
CA,CA,Wood,Truck,8388
OK,OK,Wood,Truck,606
IL,MO,Grains,Truck,9876
NE,NE,Grains,Rail,13320
MO,MO,Wood,Truck,12162
MD,MD,Wood,Truck,1
NY,NY,Wood,Truck,208
WI,IL,Wood,Truck,1598
MO,OH,Wood,Truck,2929
TX,TX,Wood,Truck,119
TX,PA,Wood,Truck,4710
NV,NV,Wood,Truck,112
LA,LA,Fertilizers,Truck,8015
PA,PA,Fertilizers,Truck,2337
FL,FL,Grains,Truck,605
TN,AR,Fertilizers,Truck,5107
IN,IN,Wood,Truck,99
CA,CA,Grains,Truck,90008
WA,WA,Wood,Truck,4971
OH,OH,Grains,Truck,97
CT,SC,Wood,Truck,7557
MD,MD,Fuels,Truck,1182
IL,IL,Grains,Truck,16261
IN,IN,Grains,Truck,15822
WA,CO,Grains,Truck,485
OH,ME,Wood,Truck,2257
WA,WA,Fertilizers,Truck,7723
OK,CO,Fertilizers,Truck,12394
LA,MI,Wood,Truck,1729
CO,TX,Wood,Truck,30443
TN,ID,Grains,Truck,1139
KS,KS,Wood,Truck,4678
MO,MO,Wood,Truck,178
WA,TX,Grains,Truck,42918
TX,TX,Wood,Truck,28
CA,FL,Grains,Truck,14870
TX,TX,Wood,Truck,170
WY,TX,Fuels,Rail,215842
GA,GA,Grains,Truck,1544
PA,NJ,Wood,Truck,2351
NC,CA,Wood,Truck,6067
KY,KY,Fuels,Truck,2218
MO,OH,Wood,Truck,41441
NJ,NJ,Wood,Truck,1064
AZ,GA,Grains,Truck,10446
IL,IL,Fuels,Truck,1032
FL,FL,Grains,Truck,3789
WY,KY,Fuels,Rail,218265
SC,NH,Wood,Truck,1606
OH,OH,Fuels,Truck,1235
NY,MS,Grains,Truck,17031
VA,NC,Grains,Truck,131195
MI,WI,Wood,Truck,5827
IL,IL,Grains,Truck,11442
CA,CA,Grains,Truck,59
KS,MO,Wood,Truck,281
MO,MO,Wood,Truck,178
PA,NJ,Grains,Truck,32690
NC,OH,Wood,Truck,3239
VT,VT,Wood,Truck,197
NC,NC,Wood,Truck,28068
CA,CA,Wood,Truck,3546
VA,MD,Wood,Truck,247
TX,MI,Wood,Truck,532
MI,IL,Grains,Truck,9090
KS,KS,Grains,Truck,14309
MI,MI,Wood,Truck,3009
MO,MO,Grains,Truck,12738
SD,MN,Wood,Truck,88
IA,KY,Wood,Truck,1091
KY,IN,Wood,Truck,351
KY,KY,Fuels,Truck,2850
ND,NE,Grains,Truck,15166
GA,NC,Grains,Truck,10519
KS,KS,Fertilizers,Truck,9539
CA,TX,Grains,Truck,14795
AL,AL,Fuels,Truck,2724
ID,TX,Grains,Truck,1726
IA,IA,Grains,Truck,5320
TX,TX,Wood,Truck,12
AL,VA,Wood,Truck,3907
CA,NV,Grains,Truck,1410
CA,CA,Grains,Truck,782
TX,TX,Wood,Truck,3859
MN,MN,Wood,Truck,718
OR,OR,Fertilizers,Truck,915
CA,PA,Grains,Truck,39486
SC,NE,Wood,Truck,1450
SD,SD,Wood,Truck,21
CT,SC,Wood,Truck,7373
PA,PA,Fertilizers,Truck,2123
FL,FL,Fertilizers,Truck,15540
CA,CA,Grains,Truck,135818
WI,FL,Wood,Truck,7232
NC,NC,Wood,Truck,12
NY,NY,Wood,Truck,3508
FL,NC,Grains,Truck,2905
AZ,AZ,Wood,Truck,26
TN,NY,Wood,Truck,1270
NC,NC,Grains,Truck,59010
WI,WI,Wood,Truck,2129
MD,NJ,Wood,Truck,5333
GA,NJ,Wood,Truck,5220
GA,GA,Grains,Truck,10153
IL,TX,Wood,Truck,561
MD,MD,Wood,Truck,64002
NE,KY,Wood,Truck,995
CA,WA,Wood,Air,3343
SD,SD,Wood,Truck,1
NC,NC,Wood,Truck,6327
AL,GA,Wood,Truck,257
AZ,AZ,Wood,Truck,42
KS,KS,Wood,Truck,17325
CA,HI,Wood,Air,936
FL,FL,Fertilizers,Truck,8327
KY,FL,Wood,Truck,3
TN,VA,Wood,Truck,423
CA,CA,Wood,Truck,1958
MT,WY,Fuels,Truck,630
WI,WI,Grains,Truck,15388
NY,MI,Wood,Truck,13168
AR,OK,Wood,Truck,604
NE,WA,Wood,Truck,11422
CA,CA,Wood,Truck,3564
TN,WV,Wood,Truck,3266
KS,KY,Wood,Truck,942
UT,MT,Grains,Truck,7
AZ,OK,Grains,Truck,683
KY,OH,Fuels,Rail,36954
IL,OH,Wood,Truck,3087
HI,HI,Wood,Truck,463
WV,WV,Fuels,Truck,3037
NC,MA,Wood,Truck,21615
AL,GA,Fertilizers,Truck,332
FL,OK,Fertilizers,Truck,13525
MN,OK,Grains,Truck,433
MA,TX,Wood,Truck,13340
WI,PA,Wood,Rail,30875
AL,VA,Grains,Truck,888
NE,MN,Fertilizers,Truck,12148
OH,IL,Fertilizers,Truck,9356
IL,TX,Wood,Truck,3
IN,ND,Wood,Truck,22
CA,WI,Wood,Truck,24049
MI,IL,Wood,Truck,63
IN,WI,Wood,Truck,516
OH,GA,Wood,Truck,5380
NE,MN,Fertilizers,Truck,13529
CA,CA,Wood,Truck,3832
NJ,NJ,Grains,Truck,28245
NJ,NJ,Wood,Truck,4
AL,TN,Fertilizers,Truck,7167
OK,TX,Wood,Truck,798
CA,NV,Fertilizers,Truck,1494
OH,TX,Wood,Truck,5812
WI,WI,Wood,Truck,969
CT,CT,Wood,Truck,395
WI,TX,Wood,Truck,45187
NH,NJ,Wood,Truck,164665
FL,FL,Wood,Truck,2098
TX,VA,Wood,Truck,53
MT,WI,Fuels,Rail,207132
AL,IL,Wood,Truck,1403
GA,FL,Fertilizers,Rail,57311
MT,MT,Wood,Truck,7438
WI,WI,Wood,Truck,12563
MI,UT,Wood,Truck,26882
IL,IL,Wood,Truck,37646
NC,VA,Wood,Truck,2980
MI,MI,Wood,Truck,31931
IA,IA,Wood,Truck,919
CA,CA,Fertilizers,Truck,12404
IL,LA,Fertilizers,Truck,71526
WI,WI,Wood,Truck,1432
VA,VA,Wood,Truck,5
CA,CA,Grains,Truck,24494
TX,TX,Fertilizers,Truck,5543
SD,SD,Wood,Truck,180
ME,AZ,Wood,Air,214
OR,OR,Wood,Truck,9791
NV,CA,Wood,Truck,18094
WI,NJ,Wood,Truck,28
FL,IL,Wood,Truck,3618
GA,IL,Wood,Truck,22565
KS,ME,Wood,Truck,6762
IN,IN,Fuels,Truck,1460
MN,TX,Grains,Truck,2613
MD,CA,Wood,Truck,112570
WI,WI,Wood,Truck,1
MN,IA,Wood,Truck,132
AL,AL,Wood,Truck,422
NY,NY,Wood,Truck,990
OH,IN,Wood,Truck,561
KS,KS,Grains,Truck,1897
OH,OH,Wood,Truck,3184
KS,MO,Fertilizers,Truck,13809
IL,IL,Wood,Truck,406
CA,CA,Wood,Truck,9615
KY,KY,Wood,Truck,4630
NM,LA,Grains,Truck,4309
WY,MO,Fuels,Rail,265002
MD,MD,Wood,Truck,574
NY,NC,Wood,Truck,1588
WI,WI,Wood,Truck,18961
WV,VA,Wood,Truck,636
IN,MO,Wood,Truck,11710
GA,NC,Wood,Truck,51
OH,OH,Fuels,Truck,1232
CA,CA,Grains,Truck,109793
IA,WI,Wood,Truck,37768
FL,FL,Fertilizers,Truck,4907
NY,NJ,Wood,Air,75
MA,MA,Wood,Truck,49205
OH,OH,Fuels,Truck,1265
GA,GA,Grains,Truck,12599
AL,AL,Fuels,Truck,2144
MN,MO,Wood,Truck,7013
SD,SD,Wood,Truck,22
TX,TX,Wood,Truck,1072
CA,CA,Wood,Truck,2305
KY,KY,Fuels,Truck,943
RI,RI,Fertilizers,Truck,327
CA,NC,Grains,Truck,1226
TX,TX,Wood,Truck,478
AR,NJ,Wood,Truck,936
MI,PA,Wood,Truck,544
PA,OH,Wood,Truck,12464
IL,TX,Wood,Truck,4
CO,CO,Fuels,Rail,385653
CA,CA,Wood,Truck,13402
AL,SC,Fertilizers,Truck,8605
WI,AZ,Wood,Air,585
NJ,GA,Wood,Truck,11259
WI,LA,Wood,Truck,309
WI,IA,Wood,Truck,1064
NH,VT,Wood,Truck,211
DE,VA,Grains,Truck,5960
CO,MT,Grains,Truck,33767
TX,TX,Grains,Truck,229
TN,TN,Wood,Truck,426
IN,TN,Wood,Truck,3
OH,NY,Wood,Truck,380
KY,VA,Fuels,Rail,802029
OH,IL,Fertilizers,Truck,21684
IL,CO,Wood,Truck,281
TN,NV,Fertilizers,Truck,3236
NE,NE,Wood,Truck,276
IL,MD,Wood,Truck,2437
WI,WI,Grains,Truck,4605
AL,TX,Grains,Truck,2387
KY,IA,Wood,Truck,406
NE,CA,Wood,Truck,12256
VA,VA,Wood,Truck,14035
NY,MO,Wood,Truck,4376
IL,SC,Wood,Truck,21686
ID,ID,Wood,Truck,47
OH,OH,Fuels,Truck,1186
WA,WA,Wood,Truck,359
CA,CA,Fertilizers,Truck,13240
NY,NY,Wood,Truck,6
CO,CA,Wood,Truck,4121
MN,NJ,Wood,Truck,607
PA,NY,Wood,Truck,16337
MN,OK,Wood,Truck,5473
WI,WI,Wood,Truck,1
CA,WA,Grains,Truck,1778
KS,KS,Wood,Truck,5451
MI,OH,Fertilizers,Truck,52240
WA,WA,Wood,Truck,1064
TX,TX,Wood,Truck,10
OH,OH,Wood,Truck,19883
TN,CA,Wood,Truck,1357
KY,GA,Wood,Truck,7126
OR,LA,Grains,Truck,74853
OH,OH,Fuels,Truck,1371
SC,SC,Grains,Truck,14971
MA,NE,Wood,Truck,5817
CA,CA,Grains,Truck,14731
DE,MD,Grains,Truck,23012
VA,CA,Wood,Truck,3627
WY,MN,Fertilizers,Truck,19225
SC,NC,Wood,Truck,38
NC,VA,Wood,Truck,1140
MT,SD,Fertilizers,Truck,2647
OH,IL,Wood,Truck,8531
CA,CA,Grains,Truck,19
AL,MI,Fertilizers,Truck,12940
RI,RI,Wood,Truck,44
IL,IL,Wood,Truck,3877
SC,NC,Wood,Truck,392
TX,TX,Wood,Truck,351
TX,TX,Wood,Truck,21988
AR,KY,Wood,Truck,18998
NC,VA,Grains,Truck,12772
AL,SC,Grains,Truck,5550
CA,CA,Wood,Truck,4981
NM,AR,Grains,Truck,7864
AZ,NY,Grains,Truck,19158
VA,VA,Wood,Truck,5
TX,TX,Wood,Truck,16842
FL,WI,Grains,Truck,11041
KS,MO,Grains,Truck,12525
FL,MO,Wood,Truck,4056
WY,IA,Fuels,Rail,246924
OK,OK,Wood,Truck,508
IL,KY,Grains,Truck,11698
MS,LA,Fertilizers,Truck,8056
LA,LA,Wood,Truck,38
MD,MD,Wood,Truck,80
KS,MO,Wood,Truck,319
NE,IN,Wood,Truck,34533
IA,IA,Grains,Truck,16909
NJ,FL,Wood,Air,7
NM,NM,Fertilizers,Truck,1117
NJ,TX,Grains,Truck,64043
MN,ND,Grains,Truck,3181
NY,MA,Wood,Truck,703
ME,ME,Wood,Truck,520
IN,IL,Wood,Truck,710
NV,MT,Wood,Truck,230
OK,OK,Wood,Truck,1288
UT,UT,Fertilizers,Truck,6836
TX,AL,Wood,Truck,187
PA,IL,Wood,Truck,2324
MS,MS,Wood,Truck,21281
IA,KY,Wood,Truck,1628
IL,IL,Fuels,Truck,920
MN,MA,Wood,Truck,21
OK,OK,Wood,Truck,6
WA,WA,Grains,Truck,27460
OR,OR,Wood,Truck,279
NH,VT,Wood,Truck,2593
CA,CA,Grains,Truck,102286
ME,PA,Wood,Truck,309
NC,FL,Wood,Truck,19181
MA,MA,Wood,Truck,4436
ID,OR,Grains,Truck,28983
VA,IL,Wood,Truck,278
NC,NC,Wood,Truck,4
UT,UT,Fuels,Truck,1095
VA,NC,Wood,Truck,39007
NC,NC,Wood,Truck,2070
KY,FL,Grains,Truck,58012
TX,LA,Wood,Truck,18714
IA,IL,Wood,Truck,589
IN,IN,Fuels,Truck,1213
OR,WA,Fertilizers,Rail,53007
SC,SC,Wood,Truck,69
CA,AZ,Grains,Truck,5820
IN,IN,Wood,Truck,1
CA,CA,Wood,Truck,2024
SC,NC,Wood,Truck,11
SC,SC,Grains,Truck,11928
IL,NV,Wood,Truck,15554
NJ,ME,Grains,Truck,17298
FL,CA,Wood,Truck,5130
WI,WI,Wood,Truck,27
KY,KY,Wood,Truck,63121
CA,CA,Wood,Truck,4794
OH,OH,Wood,Truck,1054
AL,AL,Fuels,Truck,1191
NY,NY,Wood,Truck,6
KY,IL,Wood,Truck,2097
MA,IN,Wood,Truck,3079
MI,MI,Wood,Truck,8889
KS,KS,Wood,Truck,213
TX,IL,Fertilizers,Truck,24983
OH,MD,Wood,Truck,7431
CA,CA,Grains,Truck,91743
KY,KY,Wood,Truck,5322
IN,MA,Wood,Truck,3109
DE,NC,Fertilizers,Truck,4470
NC,CO,Wood,Truck,3857
IN,IN,Wood,Truck,32688
PA,VA,Fertilizers,Truck,6186
NC,OH,Wood,Truck,6812
MO,NJ,Wood,Truck,5556
OH,NC,Fertilizers,Truck,2842
OR,UT,Wood,Truck,6955
NY,FL,Grains,Truck,786
WI,WI,Wood,Truck,552
ID,CA,Fertilizers,Truck,10877
NE,NE,Wood,Truck,36
TX,TX,Wood,Truck,1076
NY,NY,Wood,Truck,3513
KY,MD,Wood,Truck,39889
CT,NC,Wood,Truck,18638
OH,FL,Wood,Truck,5421
PA,AR,Wood,Truck,499
NJ,KY,Wood,Truck,13154
IL,AR,Wood,Truck,17
WA,MN,Grains,Truck,1712
MA,NY,Grains,Truck,6880
OR,OH,Grains,Truck,441
NY,NY,Grains,Truck,68
MD,PA,Wood,Truck,26607
CA,WA,Grains,Truck,1460
MO,MN,Wood,Truck,373
ME,ME,Fertilizers,Truck,28635
FL,FL,Wood,Truck,3660
VA,VA,Wood,Truck,2814
CA,CO,Grains,Truck,3915
GA,TN,Grains,Truck,16158
WA,FL,Grains,Truck,3942
MO,KS,Wood,Truck,10948
CA,CA,Wood,Truck,40
OK,KS,Fertilizers,Truck,14299
IL,IN,Grains,Truck,12398
NJ,NJ,Wood,Truck,7
SC,SC,Wood,Truck,126
IN,OH,Wood,Truck,37
TX,OH,Wood,Truck,4559
IA,CA,Fertilizers,Truck,40610
WY,CO,Fuels,Rail,160469
IN,LA,Wood,Truck,3099
KS,NJ,Grains,Truck,43
IN,IN,Fuels,Truck,851
UT,UT,Fuels,Truck,1142
IA,IA,Wood,Truck,2273
WA,MT,Wood,Air,1121
IA,SC,Wood,Air,354
IA,MI,Wood,Truck,1843
MN,NY,Wood,Truck,1557
TX,PA,Wood,Truck,254
AZ,WA,Wood,Truck,873
MD,NJ,Grains,Truck,2395
KS,KS,Fertilizers,Truck,1261
MI,MN,Wood,Truck,782
SC,GA,Wood,Truck,1229
MI,MI,Wood,Truck,3353
IN,IN,Wood,Truck,197
ME,CT,Wood,Truck,526
IA,IA,Fertilizers,Truck,8416
VA,VA,Wood,Truck,140
FL,SC,Wood,Truck,297
MS,MI,Grains,Truck,897
KY,KY,Fuels,Truck,42
MI,MI,Wood,Truck,199
MT,MT,Wood,Truck,26
MN,MN,Fertilizers,Truck,2068
ND,ND,Wood,Truck,17
CA,LA,Grains,Truck,118944
MA,CO,Wood,Truck,206
NC,NC,Wood,Truck,5765
MN,NC,Wood,Truck,16013
IL,MI,Wood,Truck,1393
OR,CA,Wood,Truck,1257
CA,TX,Wood,Truck,26607
CA,CO,Wood,Truck,2607
CA,CA,Grains,Truck,71382
IL,MT,Wood,Truck,22449
HI,HI,Fertilizers,Truck,261
TX,TX,Wood,Truck,133926
IN,MO,Grains,Truck,13766
WI,IL,Wood,Truck,87995
NY,WI,Grains,Truck,4611
OR,CA,Wood,Truck,22
AZ,AZ,Wood,Truck,2973
WI,PA,Wood,Truck,4348
TX,WA,Grains,Truck,33125
OK,KS,Fertilizers,Truck,4184
VA,VA,Wood,Truck,23
KY,IN,Wood,Air,6572
NY,NY,Wood,Truck,65501
IL,OH,Wood,Truck,270
KY,IL,Wood,Truck,1190
IN,IN,Wood,Truck,23
MI,MI,Wood,Truck,276
CT,CT,Wood,Truck,1462
NC,IN,Wood,Truck,706
IL,CA,Wood,Truck,94
TX,AZ,Wood,Truck,5030
GA,AR,Grains,Rail,208452
IA,MN,Fertilizers,Truck,43043
MT,WA,Wood,Truck,3627
TX,TX,Wood,Truck,535
CA,TX,Grains,Truck,2620
PA,NJ,Wood,Truck,38164
IL,IA,Fertilizers,Truck,13720
TN,TN,Wood,Truck,570
OH,VA,Wood,Truck,516
TX,TX,Wood,Truck,28072
NV,WA,Wood,Truck,2746
SC,GA,Grains,Truck,17411
KY,KY,Fuels,Truck,1540
UT,CO,Fertilizers,Truck,20888
NV,CA,Wood,Truck,1050
CT,CA,Wood,Truck,5883
SC,VA,Wood,Truck,570
ID,TX,Grains,Truck,4570
PA,OH,Wood,Truck,6490
NH,FL,Wood,Air,105
VA,IN,Wood,Truck,1961
TX,TX,Wood,Truck,3369
VA,KS,Wood,Truck,10818
CA,CO,Wood,Truck,672
CA,CA,Wood,Truck,2772
NE,NE,Wood,Truck,468
IA,MS,Wood,Truck,575
OH,PA,Wood,Truck,11976
TN,GA,Wood,Truck,5414
WI,WI,Wood,Truck,138
NY,NC,Wood,Truck,1248
MI,CA,Grains,Truck,87257
PA,NY,Wood,Truck,24368
NE,IA,Grains,Truck,12911
IL,GA,Wood,Truck,41360
MD,PA,Wood,Truck,68
AZ,AZ,Wood,Truck,2703
NY,NY,Wood,Truck,1523
NC,NC,Wood,Truck,311
MN,IL,Wood,Truck,4781
OH,OH,Fuels,Truck,1219
PA,OH,Wood,Truck,4370
DE,DE,Wood,Truck,127
NY,NJ,Grains,Truck,26201
IL,MN,Wood,Truck,94
MT,MN,Fuels,Rail,185291
FL,OH,Wood,Truck,1769
TX,TX,Fertilizers,Truck,10106
NJ,MA,Fertilizers,Truck,13318
MI,MI,Wood,Truck,831
FL,FL,Fertilizers,Truck,16735
MI,TN,Wood,Truck,887
PA,PA,Wood,Truck,51
TX,TN,Wood,Truck,735
NM,IL,Grains,Truck,8871
MD,MD,Wood,Truck,4211
TN,IN,Wood,Truck,5915
MI,MI,Wood,Truck,24691
PA,MN,Wood,Truck,23738
CA,WI,Grains,Truck,23656
IL,IL,Wood,Truck,36
AL,AL,Grains,Truck,1212
CA,VA,Grains,Truck,1264
MI,VA,Wood,Truck,1033
TN,MI,Wood,Truck,4049
MI,VA,Wood,Truck,32
WI,WI,Wood,Truck,1
IA,IA,Grains,Truck,15440
OH,OH,Fuels,Rail,907
IA,IA,Grains,Truck,17101
AL,GA,Wood,Truck,433
PA,NJ,Grains,Truck,8296
KS,KS,Wood,Truck,9
NC,NC,Wood,Truck,139
TX,TN,Wood,Truck,145
IL,IL,Grains,Truck,14988
PA,OH,Wood,Truck,39
NV,HI,Wood,Air,7525
IL,FL,Wood,Air,15625
NC,SC,Wood,Truck,490
PA,PA,Wood,Truck,6911
NY,OH,Wood,Truck,9727
NY,GA,Wood,Truck,6341
NY,MN,Grains,Truck,32903
GA,KY,Wood,Truck,833
WI,WA,Wood,Truck,2518
AR,CA,Wood,Truck,6550
NJ,NJ,Grains,Truck,669
IL,TN,Wood,Truck,1774
TX,IL,Grains,Truck,20940
VA,NC,Wood,Truck,35372
KY,KY,Wood,Truck,1285
NJ,MN,Wood,Truck,14611
PA,NC,Wood,Truck,57
AZ,CA,Grains,Truck,1611
CA,CA,Wood,Truck,85
NY,IL,Wood,Truck,6662
FL,GA,Grains,Truck,1127
AR,MS,Grains,Truck,1006
AR,AR,Grains,Truck,12744
FL,PA,Grains,Truck,9611
IL,MD,Fertilizers,Truck,12223
TX,TX,Wood,Truck,332
SD,NC,Wood,Truck,781
TX,TX,Grains,Truck,39302
IL,TX,Fertilizers,Rail,77644
TX,OK,Grains,Truck,64523
NY,NY,Wood,Truck,28856
TN,AL,Wood,Truck,2527
CO,CO,Grains,Truck,14
NY,NY,Wood,Truck,1
IN,IN,Fuels,Truck,918
CA,CA,Wood,Truck,16556
CA,CA,Wood,Truck,3056
WI,WI,Fuels,Rail,19595
ND,VA,Grains,Truck,9569
CA,CA,Grains,Truck,45995
IL,PA,Wood,Truck,1550
NC,GA,Wood,Truck,32844
MT,MN,Fuels,Rail,240687
CA,CA,Grains,Truck,599
UT,UT,Fuels,Truck,1117
UT,MT,Grains,Truck,323
OH,OH,Fuels,Truck,1207
WY,WY,Fuels,Rail,170285
KS,KS,Grains,Truck,182
MA,KY,Wood,Air,94
CA,CA,Fertilizers,Truck,10167
WI,WI,Wood,Truck,3193
NH,KS,Wood,Truck,48
WA,SD,Fertilizers,Rail,27031
UT,NM,Grains,Truck,128126
IL,IA,Wood,Truck,250
CA,CA,Grains,Truck,524
CA,WI,Wood,Truck,7681
NM,NM,Fertilizers,Truck,7273
AL,AL,Fuels,Truck,1759
CA,CA,Grains,Truck,2937
OR,CA,Wood,Air,26
TX,SD,Fertilizers,Rail,31927
TX,KS,Fertilizers,Truck,12170
CO,NC,Wood,Truck,4356
IL,WI,Fertilizers,Truck,13247
CA,CA,Grains,Truck,66
CA,TX,Wood,Air,1
CA,SC,Wood,Truck,27
OK,KS,Fertilizers,Truck,3748
KS,KS,Grains,Truck,13808
WI,IL,Wood,Truck,171565
SD,SD,Wood,Truck,48
VA,MD,Fertilizers,Truck,10602
NH,NY,Wood,Truck,958
KS,KS,Fertilizers,Truck,16707
MO,NV,Wood,Air,66
IN,IN,Wood,Truck,102
IA,OH,Wood,Truck,618
WY,CO,Fuels,Rail,176781
AL,AL,Fuels,Truck,1622
MA,NY,Wood,Truck,27135
NM,LA,Grains,Truck,9145
OR,MA,Wood,Truck,19
NE,NE,Wood,Truck,59
IL,IL,Grains,Truck,13531
OR,WA,Grains,Truck,378
OR,CA,Wood,Truck,38222
KS,TX,Grains,Truck,31438
IL,IL,Fuels,Rail,3882
OH,WI,Wood,Truck,45175
GA,NC,Wood,Truck,6385
IN,IN,Fuels,Truck,993
MA,NJ,Wood,Truck,926
MD,MD,Grains,Truck,16
IL,IL,Wood,Truck,29042
IL,IL,Fuels,Truck,857
OH,MN,Wood,Truck,1352
IL,MI,Wood,Truck,318
MI,AZ,Wood,Truck,11350
GA,NC,Grains,Truck,40466
OH,DE,Wood,Truck,445
ME,AR,Grains,Truck,4162
WI,IL,Wood,Truck,7004
WA,ID,Wood,Truck,11
NY,PA,Wood,Truck,223
IL,IL,Fuels,Truck,6170
TN,MN,Wood,Truck,2698
IL,MO,Wood,Truck,2246
UT,OR,Fuels,Truck,1728
AL,AL,Fuels,Truck,2635
CA,UT,Grains,Truck,1328
IA,IA,Grains,Truck,14291
NJ,NV,Wood,Truck,22924
PA,WI,Fertilizers,Truck,263
CA,CA,Grains,Truck,104997
DE,MD,Grains,Truck,23209
MI,MI,Grains,Truck,2071
